car_id, route_cluster1
20153712113749-782,86
20153713023759-301,6
20153713053710-170,19
20153713053720-934,107
20153713073734-379,8
20153713073746-513,14
20153713103711-913,33
20153713103729-151,70
20153713103736-380,3
20153713113703-493,92
20153713113721-137,9
20153714023755-239,101
20153714033720-570,23
20153714043724-299,8
20153714053753-627,71
20153714063741-679,14
20153714063744-506,48
20153714083754-335,2
20153714093722-194,22
20153714093734-926,49
20153715043702-719,8
20153715063723-831,6
20153715073756-574,23
20153715093725-365,100
20153716033726-119,94
20153716033755-459,98
20153716053704-475,37
20153716053741-328,6
20153716123710-632,101
20153716123736-670,3
20153717013712-983,8
20153717013727-315,30
20153717023707-721,33
20153717033736-717,61
20153717043711-283,3
20153717053733-740,37
20153717063714-206,2
20153717083746-738,94
20153717103748-173,26
20153717113702-835,11
20153717123705-260,3
20153717123723-9,3
20153717123759-246,92
20153718013726-245,1
20153718023711-582,3
20153718023735-885,23
20153718063701-202,28
20153718083748-67,3
20153718113730-766,44
20153718113750-118,68
20153719023744-10,39
20153719023756-293,1
20153719053715-589,109
20153719063729-533,42
20153719063742-10,64
20153719063754-548,69
20153719093703-501,6
20153719093713-179,24
20153719113733-632,17
20153719113736-210,14
20153719123723-558,2
20153719123745-647,39
20153719123756-685,1
20153720013744-969,2
20153720033720-23,22
20153720063727-695,8
20153720093737-980,11
20153720123722-777,104
20153721013734-366,14
20153721013750-459,30
20153721033723-749,89
20153721043705-857,20
20153721043708-165,3
20153721043746-702,10
20153721053713-825,24
20153721073705-425,1
20153721073748-885,60
20153721073751-968,38
20153721083755-788,98
20153721093748-104,8
20153721113736-947,1
20153721113745-20,1
20153721113747-248,67
20153721123707-721,11
20153722023710-935,88
20153722033750-276,77
20153722043755-415,6
20153722083744-703,62
20153722093714-712,8
20153722113713-858,119
20153722113716-211,35
20153722113733-394,88
20153722123707-242,1
20153723013743-159,108
20153723043748-531,30
20153723053736-677,14
20153723053749-114,56
20153723053754-880,59
20153723063722-803,2
20153723093749-366,1
20153723093753-818,80
20153723103701-496,113
20153723103744-695,101
20153723103750-402,104
20153723123726-448,84
20153724013715-465,6
20153724023746-464,1
20153724023747-163,37
20153724023750-556,21
20153724043708-660,24
20153724053722-514,72
20153724063727-843,76
20153724093709-707,69
20153725033724-266,10
20153725063732-242,31
20153725073717-829,2
20153725083712-151,32
20153725113714-643,5
20153725123729-641,105
20153726013742-221,75
20153726023718-952,56
20153726023729-671,8
20153726033730-553,14
20153726053710-587,53
20153726053749-107,39
20153726073704-996,77
20153726073753-79,14
20153726083749-370,92
20153726103729-16,23
20153727043745-688,3
20153727053754-806,17
20153727063739-579,51
20153727093724-440,6
20153727093729-656,21
20153727113719-945,55
20153728013721-249,83
20153728023714-421,8
20153728023732-586,40
20153728033704-530,9
20153728063706-624,75
20153728063732-924,115
20153728073721-430,115
20153728113707-548,14
20153728123701-400,1
20153729013759-535,22
20153729063721-795,75
20153729063729-602,113
20153729073710-629,3
20153729073712-433,21
20153729073721-666,22
20153729093742-70,9
20153730013710-947,15
20153730013733-766,80
20153730043729-348,24
20153730043735-122,16
20153730063709-466,22
20153730063725-217,45
20153730073704-350,60
20153730073739-621,41
20153730083758-789,48
20153730093759-512,12
20153730113759-10,13
20153730123713-648,85
20153731033739-510,9
20153731043749-62,12
20153731083734-496,5
20153731093738-268,61
20153731113748-614,67
20153731123756-284,69
20153801033808-197,103
20153801053802-368,68
20153801063806-347,94
20153801063819-939,59
20153801073824-510,2
20153801073845-972,103
20153801093856-649,24
20153801103803-800,66
20153801103820-592,24
20153801103836-428,23
20153801113810-64,55
20153801123804-820,6
20153801123847-62,20
20153802033804-576,6
20153802033813-283,55
20153802033858-962,6
20153802043859-167,19
20153802053809-61,3
20153802053822-860,37
20153802053827-252,36
20153802063824-325,49
20153802083826-293,3
20153802083839-459,6
20153802093839-827,23
20153802103810-631,105
20153803013812-529,37
20153803023834-469,2
20153803033830-92,23
20153803043831-603,49
20153803043840-270,32
20153803053841-80,50
20153803063844-450,14
20153803073835-302,6
20153803093849-545,8
20153803123852-497,8
20153804013823-112,6
20153804013829-884,121
20153804023854-460,26
20153804033818-40,8
20153804033854-75,24
20153804083807-583,22
20153804123821-386,49
20153805023838-887,5
20153805033854-367,76
20153805053834-527,24
20153805053836-382,17
20153805103821-658,4
20153805113817-385,12
20153805113822-592,8
20153806013838-97,8
20153806033856-349,23
20153806043807-692,14
20153806073851-666,1
20153806083852-610,14
20153806113852-538,52
20153806123800-433,1
20153807043826-928,7
20153807073822-145,47
20153807073825-908,14
20153807083832-588,105
20153807123831-102,1
20153807123843-273,27
20153808013814-745,79
20153808023854-809,1
20153808033819-967,114
20153808033852-901,2
20153808043852-644,3
20153808063810-896,24
20153808063835-434,1
20153808073858-178,21
20153808083849-175,85
20153808113851-534,6
20153808123846-946,45
20153809033822-322,32
20153809053851-563,75
20153809063840-685,106
20153809083850-246,12
20153809093817-665,22
20153809093819-671,1
20153809093826-522,14
20153809103819-436,14
20153810023830-241,12
20153810033802-347,23
20153810033828-103,12
20153810043815-312,41
20153810053835-229,6
20153810073848-648,21
20153810113852-786,33
20153811073850-269,23
20153811083856-28,71
20153811103843-682,98
20153811123837-345,32
20153812013844-3,45
20153812023808-33,31
20153812023844-489,102
20153812033824-570,55
20153812033843-266,3
20153812043800-944,21
20153812043859-808,6
20153812083855-78,115
20153812113808-572,12
20153812113834-265,75
20153812113835-266,2
20153812123814-593,3
20153813013818-588,89
20153813023856-590,2
20153813033817-519,89
20153813043802-884,49
20153813063822-684,3
20153813073854-147,33
20153813083845-656,22
20153813083855-252,17
20153813093821-524,73
20153813093827-417,18
20153813103815-223,37
20153813103831-284,21
20153813123814-541,90
20153814023849-856,70
20153814043805-677,24
20153814043845-421,14
20153814063811-775,73
20153814073818-418,110
20153814073832-780,61
20153814083837-684,23
20153815013846-732,1
20153815023800-36,11
20153815023810-577,11
20153815023818-134,8
20153815033829-113,2
20153815033847-524,90
20153815043822-450,14
20153815043826-432,8
20153815083827-733,103
20153815113857-329,84
20153816013824-587,21
20153816013852-363,3
20153816023809-93,14
20153816023820-577,55
20153816053837-20,8
20153816073829-738,23
20153816093827-264,60
20153816113806-724,59
20153816113833-530,24
20153816123820-926,29
20153817023845-441,8
20153817023845-593,13
20153817023856-742,61
20153817033857-516,93
20153817043840-987,22
20153817073832-550,65
20153817073852-677,114
20153817073856-948,32
20153817093809-163,22
20153817093840-341,50
20153817123810-726,9
20153818023827-608,64
20153818043825-817,2
20153818043830-284,36
20153818053803-458,66
20153818073802-881,2
20153818083854-670,14
20153818113831-85,26
20153818113834-443,24
20153818123807-188,94
20153818123834-739,12
20153819053827-500,32
20153819063857-804,3
20153819083834-492,3
20153819083843-621,1
20153819103829-614,72
20153819113858-68,70
20153820033815-384,62
20153820033837-589,14
20153820063840-304,93
20153820103805-986,65
20153820123814-722,24
20153820123823-404,2
20153821013858-962,8
20153821033809-893,24
20153821043846-584,61
20153821073821-483,60
20153822013849-566,24
20153822023828-796,62
20153822033829-145,14
20153822063823-273,-1
20153823013829-72,0
20153823023800-335,22
20153823033832-79,3
20153823053835-378,23
20153823083813-827,79
20153823093810-188,83
20153824013843-200,24
20153824013848-746,82
20153824023844-286,22
20153824023857-53,75
20153824043829-635,74
20153824083801-208,65
20153824083847-50,12
20153824083858-992,32
20153824093824-168,24
20153824093852-393,44
20153824113843-804,64
20153824123805-820,8
20153824123838-868,31
20153825023849-885,24
20153825033823-154,75
20153825093836-871,36
20153825103856-49,89
20153825123835-385,49
20153826013830-715,30
20153826053837-25,110
20153826053851-68,6
20153826063809-399,54
20153826073859-860,75
20153826093802-90,112
20153826113840-759,21
20153827023814-492,74
20153827033840-612,6
20153827043811-471,49
20153827043838-171,84
20153827073826-547,14
20153827123824-834,23
20153827123857-393,14
20153828023832-687,6
20153828023847-986,14
20153828033825-526,2
20153828043838-890,12
20153828043844-886,14
20153828073820-71,57
20153828093806-862,88
20153828103812-353,36
20153828103822-230,36
20153829013810-820,49
20153829013813-529,36
20153829013822-10,94
20153829013850-412,73
20153829033801-987,92
20153829033806-731,12
20153829053832-818,67
20153829073814-789,91
20153829073857-994,8
20153829083816-42,2
20153829113840-796,22
20153829113849-125,38
20153829123844-783,49
20153830033808-10,46
20153830053813-967,69
20153830103847-519,22
20153830123823-873,101
20153830123835-677,80
20153830123858-160,78
20153831023819-817,3
20153831033841-860,59
20153831053831-162,14
20153831053859-551,12
20153831073807-668,51
20153831073821-785,69
20153831073831-305,12
20153831083826-894,83
20153831083843-375,92
20153831093854-191,5
20153831123814-376,122
20153901033919-894,22
20153901033952-705,77
20153901053918-352,1
20153901093902-273,14
20153901093935-546,72
20153901113923-917,9
20153901113955-499,2
20153901123959-526,23
20153902073935-578,6
20153902093914-109,68
20153902113902-855,30
20153902113904-246,24
20153902113957-47,75
20153902123943-115,14
20153903023914-632,18
20153903043925-167,47
20153903053902-75,1
20153903083917-995,3
20153903083921-101,87
20153903103918-43,94
20153903103958-735,7
20153903123902-205,11
20153903123925-684,104
20153904013906-659,86
20153904043911-814,115
20153904043916-955,22
20153904123927-503,14
20153905033916-808,3
20153905043940-561,8
20153905053924-916,24
20153905073902-613,99
20153905083900-16,17
20153905083914-652,1
20153905093930-439,33
20153905093959-243,79
20153905113904-390,7
20153905113933-110,80
20153906013912-384,70
20153906013936-263,38
20153906043929-561,82
20153906043931-40,82
20153906073935-24,62
20153906083903-43,23
20153906083952-145,1
20153906103904-615,3
20153906103944-585,83
20153906113925-617,2
20153906123907-891,41
20153906123909-784,1
20153906123947-442,66
20153907013929-325,24
20153907063953-451,5
20153907063955-529,94
20153907063956-520,2
20153907083929-200,12
20153907083950-363,8
20153907093921-873,79
20153907103922-17,21
20153907123907-228,30
20153908013900-436,2
20153908033902-198,64
20153908033947-597,34
20153908033959-883,2
20153908053938-958,1
20153908063905-670,20
20153908063950-119,7
20153908083948-874,21
20153908093954-852,14
20153908113930-121,5
20153908123912-532,23
20153909013957-769,28
20153909043943-587,21
20153909063900-406,23
20153909063904-599,94
20153909063916-316,77
20153909083938-573,13
20153909083952-481,89
20153909123913-261,121
20153909123939-465,73
20153910023920-885,33
20153910033908-495,30
20153910033927-41,5
20153910033941-688,50
20153910053957-154,101
20153910063929-445,76
20153910063931-835,11
20153910073928-690,2
20153910103911-48,56
20153910103950-220,84
20153910103953-619,1
20153910113902-207,79
20153910113938-766,99
20153910123921-997,67
20153911023922-232,1
20153911023955-263,22
20153911053918-572,12
20153911063920-320,27
20153911063958-825,95
20153911083955-135,74
20153911123946-418,24
20153911123949-903,8
20153912013934-463,106
20153912053941-227,87
20153912073954-48,44
20153912083903-728,43
20153912093939-687,87
20153912103945-821,98
20153912113915-546,53
20153912113932-996,45
20153913013912-134,9
20153913013945-531,24
20153913013945-647,2
20153913023914-536,107
20153913033930-161,14
20153913043954-902,24
20153914013948-961,1
20153914023918-636,121
20153914023919-152,74
20153914023937-328,23
20153914023947-993,67
20153914043919-947,115
20153914043938-754,61
20153914053936-509,6
20153914093936-718,79
20153914103924-207,40
20153914113913-928,33
20153914123913-490,1
20153914123920-944,114
20153914123956-26,110
20153915023936-819,23
20153915033936-509,3
20153915033947-108,98
20153915043953-171,20
20153915063929-257,37
20153915063956-500,0
20153915063956-914,28
20153915073941-58,30
20153915073941-756,70
20153915083944-317,3
20153915093925-624,46
20153915093952-584,6
20153915103957-558,23
20153915113920-94,108
20153916033930-668,67
20153916033945-707,99
20153916043914-989,14
20153916083923-377,36
20153916083938-856,14
20153916093915-787,1
20153916093939-270,23
20153916093940-375,32
20153917013951-732,14
20153917023952-510,107
20153917033947-416,70
20153917043928-276,8
20153917053945-907,122
20153917063918-461,30
20153917063943-246,49
20153917083902-936,22
20153917083932-320,3
20153917103955-556,2
20153917113956-553,103
20153918023918-951,78
20153918023945-299,6
20153918033905-675,58
20153918063928-963,12
20153918103955-36,2
20153918123921-858,1
20153919013932-905,22
20153919023921-5,59
20153919043929-699,24
20153919053954-565,40
20153919063905-813,14
20153919063911-237,8
20153919063918-509,31
20153919093903-980,12
20153919103944-791,8
20153920013947-498,23
20153920053952-270,8
20153920063926-150,23
20153920073940-995,28
20153920073949-207,75
20153920093919-134,53
20153920123932-501,27
20153921023939-728,56
20153921063925-19,23
20153921073905-218,6
20153921093922-779,75
20153921113945-793,2
20153922013946-38,105
20153922023910-254,23
20153922023924-852,69
20153922053919-378,24
20153922053933-770,6
20153922063913-994,3
20153922073912-705,14
20153922073948-796,79
20153922083923-991,78
20153922083950-986,12
20153922093935-861,24
20153922113902-456,58
20153922113912-625,22
20153922123906-664,22
20153923043910-954,96
20153923063952-372,25
20153923083952-869,65
20153923093923-432,74
20153923103919-117,34
20153923123928-126,72
20153924013929-447,25
20153924023920-320,14
20153924033931-701,2
20153924033938-548,99
20153924043927-887,104
20153924053923-735,3
20153924053939-189,107
20153924063922-140,22
20153924063948-428,20
20153924083906-471,24
20153924083911-558,59
20153924093910-207,24
20153924093924-473,11
20153924103929-927,100
20153925013909-748,22
20153925013917-321,71
20153925013947-835,94
20153925023931-202,4
20153925023956-683,47
20153925033910-145,97
20153925033936-464,80
20153925063909-84,46
20153925073944-948,5
20153925093948-60,6
20153926013940-342,42
20153926053920-400,21
20153926063956-523,12
20153926083902-744,7
20153926083915-568,122
20153926103929-911,67
20153927033926-724,59
20153927053939-550,23
20153927063907-823,71
20153927073957-20,2
20153927083928-87,65
20153927083929-384,17
20153927083939-140,6
20153927083957-348,23
20153927103940-785,2
20153927113901-186,24
20153928033930-548,8
20153928033936-280,14
20153928053902-838,13
20153928053908-907,24
20153928053942-429,88
20153928083935-276,67
20153928103909-2,40
20153928113920-541,23
20153928123900-472,11
20153929033929-134,3
20153929033938-399,21
20153929033958-663,6
20153929063914-980,88
20153929103913-137,8
20153929113917-892,3
20153930013922-843,3
20153930013951-273,3
20153930043916-979,51
20153930063946-911,40
20153930103903-13,120
20153930113943-456,23
20153930123905-665,76
20153931033915-279,14
20153931033925-158,8
20153931053905-915,79
20153931093915-91,66
20153931113929-38,118
20153931123903-265,24
20153931123938-639,116
20153931123943-847,59
20154001014024-716,23
20154001014033-163,23
20154001024033-540,21
20154001034019-109,12
20154001044056-714,48
20154001094026-804,103
20154001094055-572,60
20154001124007-163,36
20154002044015-415,61
20154002064027-139,24
20154002074029-503,13
20154002074031-133,72
20154002114020-604,13
20154002124037-486,56
20154003034013-605,8
20154003034016-1,74
20154003034049-950,8
20154003044005-17,14
20154003044030-751,2
20154003054009-197,13
20154003064021-184,10
20154003064055-201,21
20154003074025-33,99
20154003074029-430,25
20154003074043-575,22
20154003074050-280,16
20154003094016-490,23
20154003094041-201,1
20154003094045-516,6
20154003094054-34,2
20154003114038-680,51
20154004014005-146,7
20154004014055-23,101
20154004024021-315,11
20154004024041-501,12
20154004024058-952,3
20154004044006-495,12
20154004074058-4,12
20154004104042-172,22
20154004104046-619,21
20154004124049-126,33
20154005024018-445,97
20154005024056-186,115
20154005064014-414,32
20154005074020-834,32
20154005074031-234,109
20154005084034-534,92
20154005104045-45,6
20154005114042-468,25
20154005124002-56,6
20154006014046-882,47
20154006084010-188,89
20154006094031-783,24
20154006104030-674,12
20154006114047-586,14
20154007014009-69,1
20154007044039-1,2
20154007044046-100,24
20154007054004-20,3
20154007084016-908,21
20154007094039-158,111
20154007124035-405,101
20154008014020-3,56
20154008044039-692,77
20154008064002-521,72
20154008114008-610,15
20154008124005-88,14
20154009014043-627,14
20154009024007-195,24
20154009034030-315,83
20154009054046-633,59
20154009054047-426,37
20154009074056-552,99
20154009084012-389,23
20154009094029-596,70
20154009094046-755,1
20154010034018-964,93
20154010044016-420,57
20154010044027-339,2
20154010054018-304,24
20154010054046-685,40
20154011014002-294,117
20154011014020-687,13
20154011024040-649,79
20154011034024-556,1
20154011034039-469,97
20154011054033-757,120
20154011064035-593,18
20154011084036-355,86
20154011094003-14,2
20154011104052-37,14
20154011114039-253,42
20154011124049-78,44
20154012084012-918,107
20154012094002-636,37
20154013024024-502,24
20154013024041-206,23
20154013024051-533,8
20154013024057-318,94
20154013054046-187,3
20154013074034-724,118
20154013074053-753,2
20154014024032-779,77
20154014044002-961,23
20154014044052-146,111
20154014064021-651,3
20154014074047-814,6
20154014114045-845,21
20154014124047-594,30
20154015014021-451,24
20154015024017-709,53
20154015034053-424,99
20154015054004-779,6
20154015074020-606,76
20154015084042-590,6
20154015084059-867,20
20154015094032-476,21
20154015124012-13,2
20154016024042-99,43
20154016034034-758,21
20154016054003-520,47
20154016054014-797,33
20154016054052-85,72
20154016064011-574,6
20154016094003-962,29
20154016094058-683,103
20154017024042-674,14
20154017054027-841,10
20154017054050-144,6
20154017084021-729,32
20154017114049-331,111
20154018014039-665,8
20154018024000-428,20
20154018024040-960,75
20154018024055-629,41
20154018034028-142,70
20154018034049-540,62
20154018064044-142,8
20154018074013-627,76
20154018084053-456,106
20154018104016-465,14
20154018114036-212,73
20154018124023-509,110
20154019014037-909,23
20154019064018-400,12
20154019064052-72,48
20154019074002-798,1
20154019094031-164,39
20154019094032-955,6
20154019104036-155,118
20154019114056-143,24
20154019124057-626,5
20154020014041-64,3
20154020024025-608,79
20154020024044-998,75
20154020064001-815,21
20154020064005-519,6
20154020074034-240,2
20154020084046-212,71
20154020094036-474,12
20154020114057-829,6
20154021014001-277,47
20154021044011-956,116
20154021044054-397,42
20154021054041-801,22
20154021074026-934,6
20154021094037-540,1
20154021124002-193,94
20154021124053-807,8
20154022044005-497,28
20154022094032-411,2
20154022094045-758,24
20154022104023-25,12
20154022104050-662,113
20154023014004-410,83
20154023014021-519,106
20154023044021-772,56
20154023044028-20,48
20154023044047-684,108
20154023044057-706,14
20154023054048-289,2
20154023064009-80,36
20154023084005-11,78
20154023084052-167,49
20154023084059-267,113
20154023094051-730,21
20154023114025-400,3
20154023114043-198,8
20154024034000-968,30
20154024034035-259,85
20154024044050-101,105
20154024054007-766,36
20154024064023-567,27
20154024074003-16,6
20154024084014-114,64
20154024084056-354,11
20154024104023-492,12
20154025044040-916,1
20154025064002-192,23
20154025084012-749,24
20154025084030-323,39
20154025094008-773,20
20154025094043-486,1
20154025104021-837,22
20154025114030-785,14
20154025124046-991,56
20154026024058-952,111
20154026034051-679,99
20154026064046-481,12
20154026064058-741,21
20154026084019-504,99
20154026094053-772,63
20154026104009-242,19
20154026104010-209,12
20154026124034-23,14
20154027014057-847,99
20154027024014-523,78
20154027024025-199,43
20154027054016-842,8
20154027054037-715,39
20154027074016-388,1
20154027074029-955,11
20154027094059-666,97
20154027114042-147,30
20154027124020-1,23
20154028024025-412,24
20154028034007-248,6
20154028054041-169,14
20154028064022-977,21
20154028074004-866,13
20154028084056-791,4
20154028094035-124,8
20154028104000-762,1
20154029064002-238,26
20154029064014-316,2
20154029094009-664,21
20154030014017-971,111
20154030024047-702,6
20154030024055-701,76
20154030074051-343,14
20154030094014-979,103
20154030094027-816,29
20154030104055-168,46
20154030124024-979,2
20154031034012-555,23
20154031034031-358,0
20154031064052-537,66
20154031094054-93,22
20154031114007-403,18
20154101014157-341,92
20154101024112-589,22
20154101034146-410,21
20154101104121-957,12
20154102014126-174,12
20154102014133-632,40
20154102024151-886,1
20154102044113-988,1
20154102054122-35,94
20154102054146-649,23
20154102064127-486,40
20154102064141-457,6
20154102064149-827,24
20154102094110-15,14
20154102104114-973,106
20154102104153-159,59
20154102114107-39,1
20154102114109-572,70
20154102114141-894,70
20154102114150-147,12
20154102124124-992,75
20154103044135-158,38
20154103054117-454,37
20154103064143-365,24
20154103084118-72,6
20154103084141-252,17
20154103094100-193,98
20154103124122-473,24
20154104014129-521,22
20154104044114-321,68
20154104044115-177,3
20154104054114-147,9
20154104064113-956,74
20154104084104-664,13
20154104084152-634,26
20154104094134-985,14
20154104114100-134,71
20154104114100-580,28
20154104114144-550,120
20154105024125-706,9
20154105024146-407,19
20154105044140-645,105
20154105054102-171,21
20154105054122-296,41
20154105054132-343,24
20154105104118-281,24
20154105104122-644,86
20154106044147-121,1
20154106054106-428,1
20154106054126-881,77
20154106064107-561,22
20154106074104-999,14
20154106074146-482,2
20154106084128-953,8
20154106094112-225,15
20154106094124-665,24
20154107034113-933,12
20154107044146-623,59
20154107044154-514,17
20154107054150-318,101
20154107064122-126,2
20154107074130-137,99
20154107094119-348,43
20154107094120-553,3
20154107104119-514,6
20154107104138-147,11
20154107104157-998,72
20154107114151-839,49
20154107124133-326,52
20154107124142-501,60
20154108014111-723,8
20154108014126-563,72
20154108024107-766,22
20154108034131-291,11
20154108064156-761,21
20154108094103-458,83
20154108114121-535,95
20154109014116-716,44
20154109034123-194,23
20154109034145-873,2
20154109044143-428,23
20154109064111-406,19
20154109074131-62,66
20154109084147-454,81
20154109094118-83,8
20154109104113-129,8
20154110024103-797,109
20154110054139-862,1
20154110064123-404,2
20154110084110-852,2
20154111024150-826,37
20154111034148-335,81
20154111044139-392,8
20154111054107-471,6
20154111054116-626,24
20154111074111-452,5
20154111084119-363,47
20154111094103-46,24
20154111094159-894,6
20154111114145-439,58
20154112014114-381,95
20154112034139-814,8
20154112044111-362,105
20154112044115-553,2
20154112044145-237,1
20154112054153-889,12
20154112084109-806,82
20154112094107-810,7
20154112094153-72,8
20154112104108-585,22
20154113014112-34,12
20154113014144-954,21
20154113034158-162,1
20154113044136-32,50
20154113074143-823,40
20154113094135-208,6
20154113114117-693,92
20154114014105-799,77
20154114034126-781,61
20154114054132-501,25
20154114064117-879,106
20154114064153-342,1
20154114074114-154,1
20154114094103-483,26
20154114094138-630,2
20154114104136-340,12
20154114104153-864,81
20154115024109-180,5
20154115024133-292,2
20154115044115-752,99
20154115084152-940,47
20154115114122-286,39
20154115114133-930,24
20154115124102-576,0
20154115124146-703,65
20154116034139-452,104
20154116044127-905,12
20154116064140-496,23
20154116074134-300,20
20154116084108-19,3
20154116084111-994,22
20154116094115-530,113
20154116104159-524,3
20154116114152-553,36
20154117014151-49,24
20154117024110-233,109
20154117024144-496,59
20154117034138-371,53
20154117054141-402,39
20154117054153-286,119
20154117064148-969,35
20154117114103-565,1
20154117114109-151,21
20154117114115-203,66
20154118034109-720,2
20154118074141-911,12
20154118084103-860,2
20154118094119-116,1
20154118094129-26,79
20154118104113-978,81
20154118114130-34,27
20154119014158-913,101
20154119024105-829,34
20154119024134-170,6
20154119044145-356,27
20154119064147-274,3
20154119074113-792,86
20154119074133-741,30
20154119094154-19,97
20154119104121-842,8
20154119104142-683,22
20154120014128-465,75
20154120044149-948,22
20154120044152-592,8
20154120054152-653,14
20154120094127-321,13
20154120094138-417,84
20154120104143-547,6
20154120104147-386,51
20154120124135-151,12
20154121034111-173,100
20154121064113-144,21
20154121084107-952,59
20154121084112-914,8
20154121094145-294,88
20154121114123-822,99
20154121114124-273,14
20154121124110-292,20
20154122034109-697,3
20154122034142-353,70
20154122054140-30,75
20154122054153-125,23
20154122074105-174,19
20154122074116-413,77
20154122074120-577,83
20154123034134-941,8
20154123054103-632,30
20154123094105-815,2
20154123094155-364,21
20154123104149-343,0
20154124024118-504,98
20154124024130-878,42
20154124044141-426,58
20154124054158-779,1
20154124064145-819,6
20154124074100-587,8
20154124074156-737,2
20154124094154-305,12
20154124104119-137,49
20154124124106-525,101
20154124124153-214,58
20154125014101-681,2
20154125014129-206,89
20154125034104-451,7
20154125044106-999,47
20154125044126-431,12
20154125054105-873,2
20154125074116-47,13
20154125074157-46,55
20154125084143-150,6
20154125094109-674,23
20154125104102-486,3
20154125114130-0,14
20154126014149-199,33
20154126024152-89,17
20154126024158-664,101
20154126034153-995,1
20154126054114-343,2
20154126064136-539,88
20154126074158-852,46
20154126094133-632,75
20154126094153-832,2
20154127034153-72,36
20154127044120-550,24
20154127044142-653,7
20154127084141-786,13
20154127084151-732,19
20154127094104-659,45
20154127094129-318,65
20154127114129-6,60
20154127114159-870,30
20154127124138-224,21
20154127124144-803,36
20154128074135-529,59
20154128074142-620,6
20154128074155-209,23
20154128094123-201,52
20154128104117-651,77
20154128104144-208,64
20154128124157-121,22
20154129034133-355,77
20154129034147-83,23
20154129044136-415,6
20154129054147-511,22
20154129084107-872,80
20154129084132-74,19
20154129104156-348,45
20154130024133-170,22
20154130034153-108,14
20154130054121-838,23
20154130064118-387,81
20154130084124-868,7
20154130084155-739,78
20154130104133-234,8
20154130114152-221,41
20154130124118-316,1
20154131064107-934,6
20154131064108-409,21
20154131064108-797,44
20154131094115-269,22
20154131114102-992,1
20154201014236-36,58
20154201024259-199,50
20154201034219-24,41
20154201034255-306,24
20154201054201-550,21
20154201064221-52,1
20154201074239-177,106
20154201074239-730,12
20154201074239-779,52
20154201084214-252,107
20154201094221-490,58
20154201104219-192,8
20154201104219-611,87
20154201104250-936,105
20154201114240-341,2
20154201114254-498,60
20154201114257-240,6
20154202014210-253,15
20154202014212-469,24
20154202034212-341,14
20154202034222-47,25
20154202064209-590,8
20154202074243-737,25
20154202094219-27,11
20154202114234-259,63
20154203044240-260,54
20154203054255-917,48
20154203064217-174,77
20154203064250-782,3
20154203094225-386,23
20154203094245-860,14
20154203104244-910,3
20154204014240-350,23
20154204014240-585,3
20154204024203-816,8
20154204024204-803,93
20154204034201-197,18
20154204034204-463,1
20154204034234-400,67
20154204084241-403,30
20154204104255-618,76
20154204124245-802,36
20154205014234-263,12
20154205024202-124,3
20154205034205-330,13
20154205044257-706,8
20154205064237-776,28
20154205074239-830,8
20154205094230-49,8
20154206024239-384,21
20154206094218-555,1
20154206114227-195,12
20154207044223-674,69
20154207054238-987,1
20154207064238-836,113
20154207074217-654,6
20154207084222-772,75
20154207094201-679,1
20154207094231-475,45
20154207094232-699,21
20154207114257-472,78
20154207124241-479,21
20154207124243-258,0
20154208034244-0,25
20154208064213-155,32
20154208074227-295,99
20154208084235-526,14
20154208084239-270,6
20154208084255-257,3
20154208094209-150,2
20154209024222-720,12
20154209034251-421,22
20154209044216-651,11
20154209054227-699,113
20154209074201-961,22
20154209084232-299,2
20154209084258-437,23
20154209094240-466,112
20154209104204-174,107
20154209114214-958,6
20154209124209-547,22
20154209124224-722,101
20154210014220-695,108
20154210034214-844,19
20154210064241-373,40
20154210104202-41,12
20154210104209-855,45
20154210114250-231,40
20154210124200-338,79
20154210124201-733,67
20154210124210-941,115
20154211024216-107,69
20154211024216-713,12
20154211034247-278,28
20154211054209-984,10
20154211064214-600,12
20154211064241-592,25
20154211074259-773,32
20154211084219-154,69
20154211084227-429,30
20154211094211-143,21
20154211104241-339,59
20154212034222-845,2
20154212044215-152,67
20154212044243-346,50
20154212054245-458,31
20154212064205-889,72
20154212064234-627,25
20154212074205-242,23
20154212074234-478,37
20154212084212-789,75
20154212104211-65,9
20154212104222-8,1
20154212104231-5,30
20154212104236-58,23
20154212104244-750,85
20154212104246-428,102
20154212104249-304,34
20154212114201-175,13
20154212114258-729,45
20154212124243-340,1
20154213024205-43,8
20154213024208-839,94
20154213024216-561,78
20154213034230-706,115
20154213044221-384,49
20154213044259-545,74
20154213094240-842,75
20154213104251-709,0
20154213114224-714,24
20154213124252-641,34
20154214024242-219,76
20154214044236-612,21
20154214044236-934,97
20154214054203-453,8
20154214064217-704,1
20154214064232-812,16
20154214084221-294,99
20154214104218-27,21
20154214114255-788,23
20154215014241-33,1
20154215024235-585,23
20154215074223-266,27
20154215114244-418,97
20154215124253-8,17
20154216024201-733,1
20154216024204-768,47
20154216034202-965,2
20154216034241-337,6
20154216034256-486,36
20154216084221-101,103
20154216094238-311,24
20154216104223-278,75
20154216104233-612,24
20154216104239-427,61
20154216114235-759,47
20154217014250-905,93
20154217024216-818,56
20154217034220-309,113
20154217044214-559,107
20154217064210-311,32
20154217064237-436,24
20154217064249-838,1
20154217104217-430,35
20154217104228-732,110
20154217104228-922,22
20154217124209-940,37
20154217124253-245,23
