car_id,sgt_route_cluster_1
20153010103013-306,152
20153010103017-871,-1
20153010103030-870,26
20153011023028-435,85
20153011023048-461,88
20153011043031-930,143
20153011073024-26,5
20153011083029-396,5
20153011083049-203,30
20153011093009-530,27
20153011093025-374,81
20153011103040-710,1
20153011123026-219,9
20153011123052-131,73
20153012023023-906,70
20153012023040-460,71
20153012033056-967,9
20153012053001-658,116
20153012053031-662,130
20153012053050-41,16
20153012063017-562,9
20153012083039-675,104
20153012083040-807,75
20153012093056-795,14
20153012103014-90,48
20153012103050-559,47
20153012113024-266,16
20153013013015-228,109
20153013023021-720,101
20153013023047-224,85
20153013043036-968,9
20153013053000-385,145
20153013053056-41,123
20153013063054-124,14
20153013093053-962,132
20153013113037-790,68
20153013113059-327,125
20153014023000-132,50
20153014043029-662,130
20153014053026-5,99
20153014083025-418,71
20153014083053-943,27
20153014093042-799,48
20153014103011-455,145
20153014103053-84,24
20153014113041-84,116
20153014113059-564,10
20153014123021-320,63
20153014123055-106,43
20153015023001-696,126
20153015023037-512,67
20153015033000-7,26
20153015053016-75,21
20153015053022-392,27
20153015053056-910,59
20153015073041-67,36
20153015093037-107,16
20153016033036-967,52
20153016053018-90,145
20153016063017-510,88
20153016063038-967,41
20153016083036-762,51
20153016093033-887,46
20153016093048-836,10
20153017023011-609,77
20153017033002-607,39
20153017033036-185,61
20153017033046-665,27
20153017053037-496,16
20153017063013-729,16
20153017063038-619,49
20153017103040-192,16
20153017103045-244,115
20153017103047-976,113
20153018013026-319,134
20153018033001-999,127
20153018033009-461,116
20153018043013-848,10
20153018053028-625,16
20153018053053-129,66
20153018063002-652,97
20153018063003-795,10
20153018113027-458,9
20153018123001-4,145
20153019033053-367,114
20153019043019-743,6
20153019073056-11,90
20153019093018-945,27
20153019123025-51,36
20153020023013-76,11
20153020043026-760,0
20153020043037-137,16
20153020053014-949,1
20153020063006-334,8
20153020093058-300,48
20153021013042-13,16
20153021023001-6,45
20153021023003-930,69
20153021023035-120,36
20153021053027-65,27
20153021063030-830,37
20153021073045-85,37
20153021083029-997,115
20153022023040-86,42
20153022043011-99,26
20153022043047-509,112
20153022053043-921,48
20153022063023-868,16
20153022073058-275,67
20153022113011-643,16
20153022123027-88,44
20153023013052-129,96
20153023033010-957,26
20153023033057-365,13
20153023043007-25,16
20153023053020-213,107
20153023063031-787,80
20153023073004-932,48
20153023073030-973,61
20153023073045-965,36
20153023093030-714,9
20153023103028-824,17
20153023123036-30,84
20153024013035-807,65
20153024043021-679,52
20153024043032-864,39
20153024053044-807,108
20153024053054-368,34
20153024113026-294,4
20153024123002-663,8
20153024123008-70,72
20153025043000-31,48
20153025073007-824,51
20153025083001-968,104
20153025093014-930,21
20153025103006-956,10
20153026013023-925,8
20153026013047-679,116
20153026023048-941,5
20153026033020-755,7
20153026053002-255,91
20153026053028-239,74
20153026063040-439,48
20153026063056-531,127
20153026073056-725,20
20153026083032-587,88
20153026093051-464,27
20153026123056-747,36
20153027023002-588,26
20153027033021-889,5
20153027073012-907,27
20153027093025-930,34
20153027123035-916,74
20153028053017-300,36
20153028063014-354,115
20153028063039-6,26
20153028073035-224,26
20153028093055-321,21
20153028103038-731,49
20153028113009-39,62
20153028123046-38,6
20153029033035-257,48
20153029033042-152,47
20153029033048-19,15
20153029033048-921,33
20153029033050-443,92
20153029063040-935,17
20153029063054-508,38
20153029073056-561,27
20153029083005-512,26
20153029093029-8,45
20153029113037-384,49
20153029123049-92,60
20153030013028-701,48
20153030033044-689,69
20153030033049-544,29
20153030043050-881,19
20153030073006-385,6
20153030073030-710,143
20153030093015-237,1
20153030103020-208,34
20153030103047-877,86
20153030113019-64,25
20153031033036-351,27
20153031033051-136,60
20153031053029-578,82
20153031083006-993,92
20153031093006-294,7
20153031093020-374,69
20153031103041-989,0
20153031113006-452,74
20153031123005-845,72
20153031123024-700,36
20153101013141-937,20
20153101023141-179,145
20153101023158-837,22
20153101033114-620,34
20153101043147-580,26
20153101053124-752,4
20153101073110-621,27
20153101083156-266,151
20153101113145-895,51
20153102023114-873,48
20153102023145-620,112
20153102043137-348,88
20153102063100-491,75
20153102063137-742,115
20153102093104-707,51
20153103033157-551,27
20153103053109-344,151
20153103053151-915,25
20153103063126-891,40
20153103063147-856,27
20153103093104-33,16
20153103093117-808,49
20153103103103-68,34
20153103113103-442,26
20153103113118-650,32
20153104023109-416,73
20153104033138-558,8
20153104043113-656,62
20153104043123-774,34
20153104043140-683,53
20153104103136-720,136
20153104103154-685,13
20153105043140-305,48
20153105063123-290,34
20153105073103-531,69
20153105073107-89,90
20153105073128-364,36
20153105103119-427,47
20153105123101-248,77
20153106033136-478,129
20153106053108-361,48
20153106073118-628,16
20153106083142-347,27
20153106113100-644,152
20153107033125-767,88
20153107033139-406,30
20153107043138-760,48
20153107043149-704,16
20153107053125-715,16
20153107073135-806,8
20153107083138-590,92
20153107093127-902,34
20153107103105-302,10
20153107103116-521,6
20153107123115-491,16
20153107123119-251,74
20153108013105-425,77
20153108053138-793,97
20153108053146-433,24
20153108063128-261,8
20153108073115-87,109
20153108073154-467,118
20153108113132-785,34
20153108123136-918,26
20153109043127-486,46
20153109053150-722,48
20153109063131-710,26
20153109063143-513,124
20153109073156-488,160
20153109113109-441,74
20153109123109-53,124
20153109123110-337,109
20153110063138-887,21
20153110073110-68,2
20153110103114-622,85
20153110103147-254,85
20153111043103-266,24
20153111043111-321,21
20153111053120-55,86
20153111053127-294,62
20153111063125-468,72
20153111123156-389,59
20153112033150-305,13
20153112053133-189,8
20153112063157-147,133
20153112083118-196,27
20153112093110-200,26
20153112113145-165,59
20153112123111-6,48
20153113023123-668,13
20153113023144-489,34
20153113033129-439,16
20153113033133-51,84
20153113043100-622,142
20153113053106-820,16
20153113063149-619,30
20153113073127-124,48
20153113083156-374,9
20153113093119-987,36
20153113103148-335,101
20153113123129-802,72
20153114023113-795,16
20153114033108-799,73
20153114073159-646,52
20153114083105-937,124
20153114093106-881,50
20153114093133-433,65
20153114113153-521,105
20153115023106-634,152
20153115023128-580,74
20153115033133-708,59
20153115053120-104,114
20153115083101-873,41
20153115083129-294,55
20153115093143-353,48
20153115103103-717,73
20153115103115-978,27
20153115123154-557,80
20153116033138-501,68
20153116053156-869,69
20153116073107-991,36
20153116073142-631,30
20153116123133-925,10
20153117013108-397,34
20153117053105-892,125
20153117063125-391,105
20153117083124-431,125
20153117093131-820,79
20153117113158-376,26
20153117123106-88,36
20153118013100-425,38
20153118013109-314,27
20153118013147-958,130
20153118013159-469,34
20153118023112-598,124
20153118053118-934,36
20153118053153-835,8
20153118063141-523,48
20153118083132-731,20
20153118083155-709,33
20153118093138-249,57
20153118113152-842,15
20153118123109-283,19
20153119013102-317,45
20153119043125-919,26
20153119053102-989,27
20153119053109-38,115
20153119073122-287,9
20153119093102-397,69
20153119113107-915,121
20153119113110-269,5
20153119123113-587,61
20153120023108-143,145
20153120023153-858,132
20153120033105-466,36
20153120063140-521,65
20153120083140-75,36
20153120093114-798,86
20153120103108-805,122
20153120103138-627,48
20153120113110-127,20
20153120113117-670,32
20153120123142-840,26
20153121043100-759,9
20153121043157-485,87
20153121113129-538,124
20153121113131-383,115
20153121123116-781,101
20153121123155-556,20
20153122033132-26,20
20153122043103-43,16
20153122043149-695,112
20153122053159-213,16
20153122063114-577,49
20153122063134-260,72
20153122093107-869,64
20153122113109-139,109
20153122113135-902,76
20153122123156-333,109
20153123013102-43,118
20153123023120-949,78
20153123023152-514,69
20153123033149-311,69
20153123033157-512,16
20153123053121-598,60
20153123053127-918,112
20153123063116-913,88
20153123063158-685,60
20153123073146-272,88
20153123093148-981,61
20153123103101-33,61
20153123103101-528,16
20153124013107-263,128
20153124023145-136,26
20153124033124-519,10
20153124043109-865,8
20153124043158-663,48
20153124053134-996,16
20153124063149-216,92
20153124083113-210,9
20153124113131-106,80
20153124123117-215,94
20153125013101-836,65
20153125013133-452,99
20153125013154-738,36
20153125023115-598,112
20153125023141-305,41
20153125023152-681,78
20153125033101-388,119
20153125043107-174,16
20153125073143-771,40
20153125103122-810,125
20153125113136-741,49
20153125113145-954,20
20153125123107-117,55
20153126013121-122,38
20153126023103-958,132
20153126023108-751,48
20153126033132-596,83
20153126043138-498,26
20153126063149-265,149
20153126083114-464,129
20153126093130-333,74
20153126113104-616,5
20153126113122-448,16
20153126113124-335,89
20153126113149-67,47
20153126123121-600,26
20153126123126-309,108
20153127023131-896,145
20153127053117-552,10
20153127073156-226,34
20153127083119-859,33
20153127103100-938,36
20153127103111-444,48
20153127113132-635,37
20153128033159-337,27
20153128063125-623,73
20153128063145-895,4
20153128093141-492,20
20153128113142-210,145
20153128113151-636,109
20153128113156-96,26
20153129013121-858,17
20153129013137-722,9
20153129033116-421,80
20153129053101-29,34
20153129063108-867,109
20153129073140-18,70
20153129093103-446,118
20153129093120-938,87
20153129103110-486,10
20153129123104-576,16
20153130043132-951,72
20153130053142-570,48
20153130073131-870,48
20153130073133-253,12
20153130083112-439,12
20153130113159-35,3
20153131023125-354,3
20153131063110-72,10
20153131073158-577,48
20153131083117-488,128
20153131093154-864,38
20153201013207-63,10
20153201013211-268,56
20153201033229-605,16
20153201053205-586,26
20153201063205-376,41
20153201063209-817,9
20153201103200-582,10
20153201103225-274,16
20153201113233-952,20
20153202033230-703,27
20153202033251-484,17
20153202063212-217,66
20153202063225-961,20
20153202073212-725,127
20153202093212-179,34
20153202123219-728,129
20153202123235-650,10
20153203013236-729,112
20153203023224-975,97
20153203033245-226,16
20153203033246-681,112
20153203033255-977,80
20153203053218-362,43
20153203083217-568,48
20153203093248-618,50
20153203103200-611,9
20153203113245-908,50
20153203123245-617,48
20153204013233-83,69
20153204013239-640,124
20153204023235-178,55
20153204053251-894,112
20153204073231-660,6
20153204073257-346,16
20153204083258-619,97
20153204093236-149,59
20153204103249-625,48
20153205043203-659,93
20153205063213-417,10
20153205073220-30,45
20153205073222-529,21
20153205083252-86,151
20153205093235-612,0
20153206013232-593,10
20153206033243-388,25
20153206033254-715,75
20153206043259-495,-1
20153206053201-534,104
20153206063215-204,95
20153206083226-556,26
20153206093249-864,69
20153206103213-613,80
20153206123215-803,16
20153206123228-826,49
20153207093212-385,48
20153207093226-553,17
20153207103214-384,36
20153207103233-55,26
20153207123225-470,31
20153208023216-402,45
20153208033241-763,134
20153208033255-321,9
20153208073235-389,65
20153208083206-395,88
20153208083210-852,36
20153208083240-926,125
20153208083247-526,34
20153208123237-878,123
20153208123256-554,8
20153209023251-83,61
20153209033206-466,10
20153209073227-817,30
20153209073227-920,47
20153209073227-957,8
20153209083207-54,88
20153209093250-358,6
20153209113252-119,105
20153210023203-833,10
20153210033214-959,69
20153210043232-25,34
20153210053210-862,34
20153210063212-704,69
20153210073208-192,31
20153210093216-742,59
20153210103235-776,16
20153210103256-708,48
20153211013245-391,27
20153211053257-976,21
20153211053259-449,118
20153211063223-512,90
20153211063237-151,27
20153211073233-705,25
20153211083236-663,27
20153211093220-6,27
20153211103216-6,149
20153211103217-76,92
20153211103234-178,31
20153211103235-736,131
20153211113210-707,36
20153212033230-692,122
20153212043209-241,16
20153212053251-318,16
20153212063228-351,136
20153212073208-325,31
20153212113214-388,27
20153213013210-111,25
20153213013224-659,20
20153213013249-868,4
20153213023217-245,20
20153213023255-288,16
20153213033229-169,118
20153213033237-717,48
20153213033256-646,15
20153213063205-982,37
20153213073258-209,63
20153213083212-905,36
20153213083242-735,58
20153213113258-720,31
20153214013206-37,36
20153214043203-288,31
20153214043247-507,9
20153214063240-340,104
20153214073221-741,31
20153214083255-828,6
20153214083259-19,34
20153214113220-700,20
20153214123206-803,51
20153215053250-868,8
20153215063254-434,42
20153215073237-222,72
20153215113217-764,54
20153216013236-330,4
20153216013237-980,0
20153216063226-438,31
20153217013250-235,118
20153217023229-148,9
20153217063258-545,90
20153217073200-777,36
20153217073221-8,26
20153217073227-687,20
20153217083205-582,158
20153217083226-786,60
20153217093212-471,98
20153217103218-546,75
20153217103251-836,109
20153217113200-854,8
20153217113237-195,31
20153217123203-129,26
20153218043220-336,48
20153218053206-183,97
20153218073239-628,85
20153218083253-891,16
20153218103248-711,32
20153218113255-153,26
20153218123229-36,126
20153219033258-970,50
20153219043201-719,107
20153219053231-560,135
20153219083225-701,6
20153219083236-746,26
20153219093204-479,123
20153219093206-226,8
20153219093219-284,47
20153219113208-837,144
20153220013221-915,36
20153220013245-567,34
20153220013254-297,36
20153220023202-660,8
20153220023240-486,15
20153220033209-462,6
20153220033224-924,9
20153220043207-952,144
20153220053251-142,115
20153220063237-851,16
20153220073240-457,108
20153220093253-950,34
20153220113237-70,5
20153221023210-641,114
20153221023224-607,91
20153221023244-436,16
20153221023253-382,91
20153221043219-719,165
20153221063237-461,146
20153221083202-709,144
20153221093222-957,74
20153221123200-816,32
20153221123201-614,8
20153222013237-308,81
20153222033217-0,89
20153222053243-478,48
20153222063230-923,27
20153222073210-586,25
20153222073236-42,80
20153222093232-777,165
20153222103251-804,88
20153222123239-923,8
20153223033200-444,64
20153223053217-248,165
20153223063219-462,49
20153223063250-386,165
20153223103220-58,20
20153223113200-303,86
20153223113254-722,39
20153224013243-948,9
20153224043244-563,109
20153224043258-562,39
20153224063221-780,78
20153224073256-73,88
20153224093211-44,56
20153224103233-219,1
20153224123247-791,39
20153224123257-617,128
20153225043230-761,9
20153225043252-614,26
20153225053219-878,34
20153225053247-18,72
20153225063205-641,64
20153225063215-100,8
20153225063218-391,5
20153225073249-415,8
20153225083217-861,36
20153225093219-444,31
20153225093249-352,6
20153225113213-680,48
20153225113256-556,27
20153225123219-314,165
20153226013200-461,48
20153226033231-156,30
20153226043220-886,61
20153226073247-72,13
20153226073259-517,165
20153226093201-782,4
20153226123205-559,42
20153226123245-963,1
20153227023219-8,87
20153227023246-773,31
20153227033233-52,81
20153227043201-724,26
20153227053244-885,37
20153227063207-318,115
20153227063240-542,38
20153228013258-73,148
20153228023246-901,86
20153228023253-625,20
20153228033213-336,16
20153228033219-364,125
20153228033232-771,45
20153228033236-100,26
20153228043201-577,122
20153228063222-855,36
20153228093241-330,47
20153228113210-234,79
20153229013212-110,15
20153229023215-186,25
20153229033240-417,15
20153229043223-757,20
20153229043251-293,46
20153229103216-250,27
20153230013237-494,16
20153230023251-365,47
20153230033205-767,4
20153230043217-141,50
20153230043237-268,34
20153230053236-758,15
20153230063225-220,34
20153230093206-93,118
20153230093248-414,36
20153230103210-402,0
20153230103217-372,26
20153230113237-421,16
20153230113243-759,83
20153230123219-637,31
20153230123223-919,8
20153231033254-723,20
20153231043218-61,165
20153231063236-320,105
20153231063239-916,136
20153231093246-432,34
20153231123247-237,48
20153301033344-2,165
20153301093316-126,24
20153301123341-61,17
20153301123345-128,8
20153302013336-618,44
20153302083336-98,26
20153302103343-254,48
20153302113326-941,165
20153302113327-897,20
20153302123315-813,21
20153302123354-327,67
20153303063304-493,61
20153303063323-954,136
20153303063324-730,26
20153303083328-325,117
20153303113325-724,97
20153303123330-670,86
20153304053341-130,75
20153304063341-413,11
20153304093314-219,6
20153304103320-13,8
20153304103322-48,67
20153304103345-311,36
20153305023325-265,48
20153305023343-499,88
20153305023347-977,143
20153305053345-661,34
20153305063318-469,10
20153305063339-830,8
20153305073332-375,116
20153305083306-650,26
20153305093306-900,51
20153305123353-662,126
20153306013342-878,71
20153306013348-102,16
20153306033338-522,62
20153306053328-832,31
20153306063352-473,42
20153306073311-379,73
20153306083350-638,26
20153306093301-157,27
20153307013334-86,20
20153307023326-161,115
20153307023330-980,16
20153307023355-407,32
20153307063313-327,88
20153307083303-133,48
20153307093344-612,61
20153307103342-107,34
20153307123351-488,87
20153308013340-678,21
20153308043300-221,8
20153308043302-2,42
20153308043333-974,77
20153308073320-351,114
20153308073343-836,69
20153308083312-291,34
20153308113306-665,20
20153308113311-934,73
20153308113328-678,69
20153309023330-431,9
20153309023351-326,9
20153309043302-556,78
20153309043326-627,39
20153309053354-147,20
20153309073325-375,69
20153309083344-841,16
20153309103304-690,61
20153310023320-488,62
20153310023331-588,20
20153310033330-587,16
20153310033332-410,11
20153310053343-896,78
20153310073320-226,77
20153310073327-373,67
20153310073330-983,6
20153310073359-286,152
20153310103325-597,92
20153310113338-127,71
20153310123348-266,115
20153311033321-730,91
20153311033344-155,18
20153311043347-906,1
20153311093300-612,32
20153311103347-710,41
20153311113332-277,122
20153311113346-259,30
20153311123312-935,25
20153311123344-106,88
20153312013302-700,26
20153312023309-815,62
20153312023328-539,125
20153312023359-569,18
20153312033332-791,49
20153312043334-753,96
20153312043358-829,0
20153312053318-51,142
20153312063341-591,75
20153312073303-715,10
20153312083351-142,47
20153312103323-598,5
20153312123331-53,9
20153313023303-282,73
20153313033344-310,48
20153313043332-986,94
20153313053316-258,41
20153313103323-868,80
20153313123325-893,34
20153314033340-706,10
20153314043314-37,59
20153314053346-735,146
20153314083334-485,36
20153314093359-325,20
20153314103357-720,26
20153314113313-788,108
20153315013353-23,26
20153315023344-959,10
20153315033338-254,48
20153315033346-643,59
20153315043301-166,108
20153315053331-578,86
20153315063348-219,24
20153315073301-37,37
20153315093319-548,42
20153315103330-816,36
20153316013306-455,151
20153316023336-110,48
20153316033329-899,6
20153316063306-527,62
20153316063347-434,48
20153316073319-342,1
20153316093326-533,20
20153316123340-662,15
20153317013317-798,30
20153317033311-12,9
20153317043306-904,95
20153317083347-992,143
20153317093335-696,10
20153317093336-203,47
20153317093349-531,101
20153317103355-433,5
20153317113300-397,25
20153317113343-810,142
20153317123351-161,73
20153318013311-102,15
20153318023339-26,48
20153318063343-519,80
20153318073302-736,26
20153318073306-87,26
20153318083323-500,16
20153318113337-404,47
20153319033341-735,26
20153319043304-181,65
20153319053331-895,30
20153319093327-65,15
20153319103344-890,56
20153319103348-844,63
20153319103352-70,100
20153319103357-362,36
20153319113351-741,9
20153320013348-524,20
20153320023340-593,34
20153320043305-28,122
20153320043334-346,37
20153320073301-191,34
20153320073331-255,129
20153320083339-666,67
20153320103334-960,1
20153320113340-933,115
20153321033321-89,5
20153321073305-157,74
20153321073309-380,36
20153321083338-524,145
20153321083357-258,16
20153321093337-190,10
20153321093359-544,36
20153322053325-204,15
20153322053343-539,45
20153322063335-503,21
20153322063340-765,80
20153322063352-729,80
20153322073314-672,27
20153322073318-918,1
20153322083304-101,34
20153322083304-339,108
20153322093311-44,9
20153322103306-803,36
20153322113310-90,68
20153323043307-820,148
20153323073317-261,145
20153323113303-711,27
20153323113346-91,22
20153324013318-837,36
20153324033312-407,107
20153324033341-637,101
20153324033357-107,0
20153324043332-415,76
20153324053349-706,85
20153324063314-704,145
20153324063329-147,104
20153324063356-765,110
20153324083337-471,58
20153324083339-301,117
20153324083347-572,124
20153324113335-428,16
20153325023349-811,112
20153325033359-705,27
20153325053331-235,36
20153325073343-313,104
20153325083340-695,92
20153325103339-383,49
20153325123355-404,85
20153326013333-880,36
20153326023327-79,39
20153326053324-797,10
20153326053328-53,21
20153326053348-223,137
20153326053354-839,42
20153326083315-407,131
20153326103309-465,107
20153327033307-541,145
20153327063301-504,22
20153327073300-290,34
20153327083321-966,60
20153327123312-509,16
20153327123320-68,52
20153327123337-518,145
20153328023337-626,147
20153328033312-600,88
20153328043346-303,10
20153328073330-51,75
20153329013347-72,107
20153329023307-377,20
20153329043300-437,91
20153329043333-913,43
20153329043335-963,27
20153329053307-752,64
20153329073300-377,77
20153329073354-799,49
20153329073356-855,145
20153329083354-580,160
20153329123327-162,84
20153330033330-655,71
20153330053323-666,115
20153330083330-845,91
20153330103301-467,9
20153330113330-512,4
20153331013314-68,34
20153331043347-600,136
20153331043359-711,55
20153331073329-860,54
20153331073348-908,1
20153401013412-854,148
20153401033430-345,9
20153401053427-998,97
20153401073406-274,10
20153401073437-826,4
20153401073445-361,93
20153401083408-692,8
20153401123448-154,72
20153402013445-750,19
20153402043429-709,48
20153402053419-365,91
20153402063455-599,109
20153402093426-354,8
20153402093448-712,109
20153402113431-964,130
20153402113442-545,82
20153403033453-828,16
20153403063410-107,10
20153403063427-228,91
20153403083413-579,68
20153403093425-594,79
20153403103453-441,8
20153403123426-971,145
20153404033401-932,16
20153404053446-388,13
20153404063406-832,117
20153404073422-204,8
20153404073436-211,36
20153404113438-674,58
20153404113443-239,137
20153404123427-942,112
20153405023441-79,27
20153405033417-209,27
20153405043412-917,149
20153405053455-727,149
20153405073417-472,20
20153405083411-26,98
20153405093437-993,16
20153405113448-541,42
20153405123438-377,8
20153406023410-438,97
20153406063433-934,88
20153406083403-509,12
20153406083425-63,56
20153406093457-331,36
20153406103439-495,27
20153406103456-125,96
20153406113422-942,70
20153406113441-850,9
20153406123420-54,69
20153407033404-537,58
20153407043429-914,79
20153407043448-48,36
20153407053446-722,34
20153407083404-718,66
20153407083404-897,108
20153407113449-132,61
20153407123403-76,55
20153408023419-217,16
20153408023435-549,38
20153408043401-757,102
20153408043435-960,147
20153408073457-999,10
20153408093405-996,44
20153408123414-956,96
20153409013402-796,84
20153409043409-416,145
20153409093445-142,25
20153410013458-539,20
20153410023431-149,89
20153410033438-594,26
20153410073433-352,34
20153410073455-798,5
20153410083411-311,147
20153410093459-534,26
20153410103418-726,12
20153410103442-666,15
20153411023411-472,131
20153411033418-833,98
20153411043410-856,26
20153411083432-767,147
20153411103404-448,41
20153411103429-694,83
20153412033403-441,13
20153412033456-768,120
20153412053414-307,43
20153412063404-685,88
20153412083458-7,66
20153412103434-712,10
20153412103450-486,18
20153413013425-590,8
20153413013448-41,0
20153413023435-625,90
20153413043403-288,34
20153413043431-24,147
20153413063433-223,26
20153414023428-448,101
20153414023451-770,39
20153414063455-629,147
20153414073434-467,161
20153414073455-915,130
20153414093429-72,26
20153414093441-63,10
20153414123423-117,16
20153414123429-267,115
20153415023424-597,16
20153415033407-885,16
20153415063446-238,145
20153415093431-204,112
20153415093452-950,16
20153415103429-619,146
20153415113407-427,10
20153416013418-86,83
20153416013430-901,13
20153416023407-833,124
20153416033407-294,69
20153416063401-279,87
20153416113424-270,48
20153417013432-450,20
20153417023410-606,68
20153417033427-45,21
20153417043413-536,107
20153417043449-622,78
20153417063420-566,69
20153417063448-475,69
20153417063456-447,4
20153417073421-124,71
20153417073441-185,20
20153417073443-887,129
20153417073459-319,125
20153417093416-395,161
20153417093447-138,152
20153417113452-634,9
20153418013453-612,20
20153418023443-272,72
20153418033400-202,20
20153418033431-409,105
20153418083445-880,36
20153418113403-917,8
20153419013456-499,58
20153419023448-961,73
20153419043446-68,69
20153419053450-999,78
20153419063412-632,12
20153419063421-197,55
20153419073438-325,8
20153419093404-219,69
20153419093456-231,20
20153419103427-993,48
20153420013420-456,36
20153420033448-825,8
20153420113429-940,48
20153421043429-701,48
20153421043435-46,7
20153421053405-945,86
20153421053409-684,121
20153421053417-554,141
20153421083416-459,16
20153421083420-150,10
20153421083449-867,27
20153421103406-18,85
20153422013411-767,48
20153422023401-747,124
20153422043437-184,27
20153422043451-66,95
20153422113416-107,24
20153422123448-833,125
20153423013422-332,33
20153423013440-640,24
20153423033438-577,69
20153423043438-15,55
20153423063429-324,46
20153423073421-295,37
20153423093401-798,17
20153424013401-207,83
20153424013414-84,10
20153424023413-34,134
20153424063446-115,8
20153424073437-874,50
20153424103412-281,72
20153424123435-575,47
20153425013430-553,161
20153425013459-560,15
20153425023428-882,34
20153425023446-675,88
20153425043407-967,8
20153425063422-588,34
20153425083416-909,86
20153425093430-367,19
20153425113451-606,92
20153426013437-524,10
20153426023405-923,13
20153426033412-312,63
20153426053424-13,33
20153426063444-230,151
20153426063448-128,143
20153426073428-29,13
20153426113440-126,88
20153426113444-229,66
20153427033416-341,27
20153427103455-30,-1
20153427113414-771,69
20153427113429-434,10
20153427123410-929,48
20153428023408-345,86
20153428023417-311,114
20153428023453-553,20
20153428043416-290,8
20153428053423-930,75
20153428083457-4,95
20153428103417-553,124
20153428103458-866,75
20153428113427-920,55
20153428113447-712,3
20153429013422-213,0
20153429033447-494,36
20153429063446-548,73
20153429073415-299,10
20153430033444-725,80
20153430053418-339,128
20153430053459-656,8
20153430063422-994,24
20153430083434-174,60
20153430113406-974,129
20153430123444-403,13
20153431053429-239,3
20153431063459-58,16
20153431073409-48,8
20153431073442-374,67
20153431093434-586,7
20153431103412-743,91
20153501043545-917,68
20153501053553-690,26
20153501063526-413,20
20153501063553-376,8
20153501083518-306,83
20153501103520-243,8
20153502013558-87,83
20153502053554-349,73
20153502053554-972,69
20153502063540-65,81
20153502063548-280,21
20153502073513-998,86
20153502093559-187,10
20153502103537-418,16
20153503023514-976,17
20153503033522-230,9
20153503053507-544,16
20153503063500-934,47
20153503083518-692,26
20153503093523-191,20
20153504013504-269,128
20153504013535-186,85
20153504023552-882,69
20153504033505-27,58
20153504033551-486,133
20153504043512-341,107
20153504043519-589,48
20153504073526-319,115
20153504093525-994,68
20153504103503-465,72
20153504103546-744,9
20153505033500-688,69
20153505053547-348,27
20153505073536-429,7
20153505093535-456,123
20153505093537-927,26
20153505093553-28,133
20153505103515-843,96
20153505103526-82,81
20153505113500-23,72
20153505123531-2,39
20153506013526-579,118
20153506053528-21,49
20153506073500-614,73
20153506073556-702,48
20153506083513-271,141
20153506103544-582,86
20153507013548-133,81
20153507023520-378,161
20153507023544-222,125
20153507033523-248,77
20153507043529-286,40
20153507063538-340,26
20153507073559-964,27
20153508013524-202,36
20153508013540-37,28
20153508033513-874,109
20153508053537-848,152
20153508053556-774,24
20153508073510-838,155
20153508083547-956,97
20153508083556-759,26
20153508093525-159,36
20153508103503-545,34
20153509013553-476,66
20153509023509-870,10
20153509023541-496,8
20153509033522-770,50
20153509053507-371,33
20153509063553-817,115
20153509093519-525,82
20153509113502-414,80
20153509123549-969,4
20153510023528-508,78
20153510053553-286,24
20153510063507-937,20
20153510103502-685,5
20153510103505-180,80
20153510103519-730,64
20153510113512-793,8
20153510113536-637,-1
20153511023506-639,24
20153511023551-556,-1
20153511073523-599,115
20153511073525-756,83
20153511083503-854,20
20153511093540-438,77
20153511103533-715,117
20153511103539-151,115
20153512013534-746,57
20153512023527-222,69
20153512033519-432,141
20153512043503-476,0
20153512063509-117,46
20153512083545-799,20
20153512093515-115,8
20153512093552-508,25
20153512103505-392,36
20153512103509-707,-1
20153512123544-358,-1
20153513013506-980,106
20153513063519-942,141
20153513063533-429,156
20153513123506-982,105
20153514023510-367,15
20153514023557-288,8
20153514023557-396,10
20153514073524-157,126
20153514073546-814,151
20153514073548-195,5
20153514093512-261,48
20153514093535-484,37
20153514113533-131,10
20153515013541-577,36
20153515023544-186,20
20153515033550-824,15
20153515043528-169,37
20153515043554-475,48
20153515063542-487,4
20153515073527-365,139
20153515083525-148,69
20153515113516-627,33
20153515113528-402,9
20153515113535-847,46
20153515123516-876,0
20153516013555-105,126
20153516043535-625,161
20153516053542-376,44
20153516073518-157,20
20153516073525-764,57
20153516073525-833,7
20153516073544-618,34
20153516073556-77,36
20153516083518-672,75
20153516083538-63,27
20153516103511-94,85
20153517023507-15,59
20153517053527-329,41
20153517063534-282,8
20153517073559-757,0
20153517083522-960,30
20153517113533-488,33
20153518023520-627,118
20153518033527-911,101
20153518063504-451,71
20153518093541-631,52
20153518103516-150,77
20153518113501-500,120
20153518113519-608,118
20153519023503-736,137
20153519023513-548,13
20153519073502-928,85
20153519093544-845,82
20153519103528-888,12
20153519103544-665,36
20153519113505-557,48
20153519123507-498,84
20153520013555-33,88
20153520023501-293,8
20153520033501-999,27
20153520033505-60,25
20153520073559-143,69
20153520083537-285,89
20153520093506-281,136
20153520113539-93,34
20153520123543-757,55
20153521013551-443,125
20153521023550-202,61
20153521033513-856,56
20153521033534-609,122
20153521043509-287,88
20153521043512-619,81
20153521053544-115,70
20153521063502-54,36
20153521083522-988,64
20153521093500-807,8
20153521103524-176,27
20153521103532-680,78
