car_id,route_type_csv
20153830033808-10,none
20153830053813-967,none
20153830103847-519,transit
20153830123823-873,none
20153830123835-677,camper
20153830123858-160,camper
20153831023819-817,transit
20153831033841-860,camper
20153831053831-162,transit
20153831053859-551,transit
20153831073807-668,none
20153831073821-785,camper
20153831073831-305,transit
20153831083826-894,none
20153831083843-375,none
20153831093854-191,none
20153831123814-376,camper
20153901033919-894,transit
20153901033952-705,camper
20153901053918-352,camper
20153901093902-273,transit
20153901093935-546,none
20153901113923-917,none
20153901113955-499,transit
20153901123959-526,transit
20153902073935-578,camper
20153902093914-109,camper
20153902113902-855,none
20153902113904-246,transit
20153902113957-47,camper
20153902123943-115,transit
20153903023914-632,none
20153903043925-167,camper
20153903053902-75,none
20153903083917-995,transit
20153903083921-101,camper
20153903103918-43,none
20153903103958-735,camper
20153903123902-205,camper
20153903123925-684,camper
20153904013906-659,none
20153904043911-814,camper
20153904043916-955,transit
20153904123927-503,transit
20153905033916-808,transit
20153905043940-561,transit
20153905053924-916,transit
20153905073902-613,camper
20153905083900-16,camper
20153905083914-652,ranger
20153905093930-439,ranger
20153905093959-243,none
20153905113904-390,camper
20153905113933-110,none
20153906013912-384,camper
20153906013936-263,camper
20153906043929-561,camper
20153906043931-40,camper
20153906073935-24,camper
20153906083903-43,transit
20153906083952-145,ranger
20153906103904-615,transit
20153906103944-585,none
20153906113925-617,transit
20153906123907-891,camper
20153906123909-784,ranger
20153906123947-442,camper
20153907013929-325,transit
20153907063953-451,camper
20153907063955-529,camper
20153907063956-520,transit
20153907083929-200,transit
20153907083950-363,transit
20153907093921-873,none
20153907103922-17,transit
20153907123907-228,camper
20153908013900-436,transit
20153908033902-198,none
20153908033947-597,camper
20153908033959-883,transit
20153908053938-958,ranger
20153908063905-670,camper
20153908063950-119,none
20153908083948-874,transit
20153908093954-852,transit
20153908113930-121,camper
20153908123912-532,transit
20153909013957-769,camper
20153909043943-587,transit
20153909063900-406,transit
20153909063904-599,none
20153909063916-316,camper
20153909083938-573,camper
20153909083952-481,none
20153909123913-261,camper
20153909123939-465,camper
20153910023920-885,ranger
20153910033908-495,camper
20153910033927-41,camper
20153910033941-688,none
20153910053957-154,none
20153910063929-445,camper
20153910063931-835,camper
20153910073928-690,transit
20153910103911-48,none
20153910103950-220,none
20153910103953-619,ranger
20153910113902-207,none
20153910113938-766,camper
20153910123921-997,camper
20153911023922-232,ranger
20153911023955-263,transit
20153911053918-572,transit
20153911063920-320,none
20153911063958-825,none
20153911083955-135,camper
20153911123946-418,transit
20153911123949-903,transit
20153912013934-463,none
20153912053941-227,camper
20153912073954-48,none
20153912083903-728,camper
20153912093939-687,camper
20153912103945-821,camper
20153912113915-546,none
20153912113932-996,camper
20153913013912-134,camper
20153913013945-531,transit
20153913013945-647,transit
20153913023914-536,camper
20153913033930-161,transit
20153913043954-902,transit
20153914013948-961,ranger
20153914023918-636,camper
20153914023919-152,camper
20153914023937-328,transit
20153914023947-993,camper
20153914043919-947,camper
20153914043938-754,camper
20153914053936-509,transit
20153914093936-718,camper
20153914103924-207,none
20153914113913-928,ranger
20153914123913-490,camper
20153914123920-944,camper
20153914123956-26,none
20153915023936-819,transit
20153915033936-509,transit
20153915033947-108,camper
20153915043953-171,camper
20153915063929-257,camper
20153915063956-500,none
20153915063956-914,camper
20153915073941-58,camper
20153915073941-756,camper
20153915083944-317,transit
20153915093925-624,none
20153915093952-584,transit
20153915103957-558,transit
20153915113920-94,camper
20153916033930-668,camper
20153916033945-707,none
20153916043914-989,transit
20153916083923-377,camper
20153916083938-856,transit
20153916093915-787,ranger
20153916093939-270,transit
20153916093940-375,none
20153917013951-732,transit
20153917023952-510,camper
20153917033947-416,camper
20153917043928-276,transit
20153917053945-907,camper
20153917063918-461,none
20153917063943-246,camper
20153917083902-936,transit
20153917083932-320,transit
20153917103955-556,transit
20153917113956-553,camper
20153918023918-951,none
20153918023945-299,transit
20153918033905-675,none
20153918063928-963,transit
20153918103955-36,transit
20153918123921-858,camper
20153919013932-905,transit
20153919023921-5,camper
20153919043929-699,transit
20153919053954-565,camper
20153919063905-813,transit
20153919063911-237,transit
20153919063918-509,camper
20153919093903-980,transit
20153919103944-791,transit
20153920013947-498,transit
20153920053952-270,transit
20153920063926-150,transit
20153920073940-995,camper
20153920073949-207,camper
20153920093919-134,none
20153920123932-501,camper
20153921023939-728,camper
20153921063925-19,transit
20153921073905-218,transit
20153921093922-779,camper
20153921113945-793,transit
20153922013946-38,camper
20153922023910-254,transit
20153922023924-852,none
20153922053919-378,transit
20153922053933-770,transit
20153922063913-994,transit
20153922073912-705,transit
20153922073948-796,camper
20153922083923-991,camper
20153922083950-986,transit
20153922093935-861,transit
20153922113902-456,camper
20153922113912-625,transit
20153922123906-664,transit
20153923043910-954,transit
20153923063952-372,none
20153923083952-869,camper
20153923093923-432,camper
20153923103919-117,none
20153923123928-126,none
20153924013929-447,camper
20153924023920-320,transit
20153924033931-701,transit
20153924033938-548,none
20153924043927-887,none
20153924053923-735,transit
20153924053939-189,none
20153924063922-140,transit
20153924063948-428,none
20153924083906-471,transit
20153924083911-558,camper
20153924093910-207,transit
20153924093924-473,camper
20153924103929-927,camper
20153925013909-748,transit
20153925013917-321,none
20153925013947-835,camper
20153925023931-202,camper
20153925023956-683,camper
20153925033910-145,none
20153925033936-464,camper
20153925063909-84,camper
20153925073944-948,none
20153925093948-60,transit
20153926013940-342,camper
20153926053920-400,transit
20153926063956-523,transit
20153926083902-744,camper
20153926083915-568,camper
20153926103929-911,camper
20153927033926-724,camper
20153927053939-550,transit
20153927063907-823,camper
20153927073957-20,transit
20153927083928-87,camper
20153927083929-384,camper
20153927083939-140,camper
20153927083957-348,transit
20153927103940-785,transit
20153927113901-186,transit
20153928033930-548,transit
20153928033936-280,transit
20153928053902-838,camper
20153928053908-907,transit
20153928053942-429,camper
20153928083935-276,none
20153928103909-2,none
20153928113920-541,transit
20153928123900-472,none
20153929033929-134,transit
20153929033938-399,transit
20153929033958-663,camper
20153929063914-980,none
20153929103913-137,transit
20153929113917-892,transit
20153930013922-843,transit
20153930013951-273,transit
20153930043916-979,camper
20153930063946-911,none
20153930103903-13,camper
20153930113943-456,transit
20153930123905-665,camper
20153931033915-279,transit
20153931033925-158,transit
20153931053905-915,camper
20153931093915-91,camper
20153931113929-38,camper
20153931123903-265,transit
20153931123938-639,camper
20153931123943-847,camper
20154001014024-716,transit
20154001014033-163,transit
20154001024033-540,transit
20154001034019-109,transit
20154001044056-714,camper
20154001094026-804,camper
20154001094055-572,none
20154001124007-163,camper
20154002044015-415,none
20154002064027-139,transit
20154002074029-503,camper
20154002074031-133,camper
20154002114020-604,camper
20154002124037-486,none
20154003034013-605,transit
20154003034016-1,camper
20154003034049-950,transit
20154003044005-17,transit
20154003044030-751,transit
20154003054009-197,camper
20154003064021-184,camper
20154003064055-201,transit
20154003074025-33,none
20154003074029-430,camper
20154003074043-575,transit
20154003074050-280,camper
20154003094016-490,transit
20154003094041-201,camper
20154003094045-516,transit
20154003094054-34,transit
20154003114038-680,camper
20154004014005-146,none
20154004014055-23,none
20154004024021-315,camper
20154004024041-501,transit
20154004024058-952,transit
20154004044006-495,transit
20154004074058-4,transit
20154004104042-172,transit
20154004104046-619,transit
20154004124049-126,ranger
20154005024018-445,camper
20154005024056-186,camper
20154005064014-414,none
20154005074020-834,none
20154005074031-234,camper
20154005084034-534,none
20154005104045-45,transit
20154005114042-468,camper
20154005124002-56,transit
20154006014046-882,camper
20154006084010-188,none
20154006094031-783,transit
20154006104030-674,transit
20154006114047-586,transit
20154007014009-69,ranger
20154007044039-1,transit
20154007044046-100,transit
20154007054004-20,transit
20154007084016-908,transit
20154007094039-158,camper
20154007124035-405,camper
20154008014020-3,camper
20154008044039-692,camper
20154008064002-521,none
20154008114008-610,camper
20154008124005-88,transit
20154009014043-627,transit
20154009024007-195,transit
20154009034030-315,none
20154009054046-633,camper
20154009054047-426,none
20154009074056-552,camper
20154009084012-389,transit
20154009094029-596,camper
20154009094046-755,ranger
20154010034018-964,camper
20154010044016-420,camper
20154010044027-339,transit
20154010054018-304,transit
20154010054046-685,none
20154011014002-294,camper
20154011014020-687,camper
20154011024040-649,none
20154011034024-556,ranger
20154011034039-469,none
20154011054033-757,camper
20154011064035-593,none
20154011084036-355,camper
20154011094003-14,transit
20154011104052-37,transit
20154011114039-253,camper
20154011124049-78,camper
20154012084012-918,none
20154012094002-636,none
20154013024024-502,transit
20154013024041-206,transit
20154013024051-533,transit
20154013024057-318,none
20154013054046-187,transit
20154013074034-724,none
20154013074053-753,transit
20154014024032-779,camper
20154014044002-961,transit
20154014044052-146,none
20154014064021-651,transit
20154014074047-814,none
20154014114045-845,transit
20154014124047-594,none
20154015014021-451,transit
20154015024017-709,none
20154015034053-424,camper
20154015054004-779,transit
20154015074020-606,camper
20154015084042-590,transit
20154015084059-867,none
20154015094032-476,transit
20154015124012-13,transit
20154016024042-99,none
20154016034034-758,transit
20154016054003-520,camper
20154016054014-797,ranger
20154016054052-85,camper
20154016064011-574,transit
20154016094003-962,none
20154016094058-683,none
20154017024042-674,transit
20154017054027-841,none
20154017054050-144,transit
20154017084021-729,none
20154017114049-331,camper
20154018014039-665,transit
20154018024000-428,camper
20154018024040-960,camper
20154018024055-629,none
20154018034028-142,camper
20154018034049-540,camper
20154018064044-142,transit
20154018074013-627,none
20154018084053-456,camper
20154018104016-465,transit
20154018114036-212,camper
20154018124023-509,none
20154019014037-909,transit
20154019064018-400,transit
20154019064052-72,camper
20154019074002-798,ranger
20154019094031-164,none
20154019094032-955,transit
20154019104036-155,camper
20154019114056-143,transit
20154019124057-626,camper
20154020014041-64,transit
20154020024025-608,camper
20154020024044-998,camper
20154020064001-815,transit
20154020064005-519,none
20154020074034-240,transit
20154020084046-212,none
20154020094036-474,transit
20154020114057-829,transit
20154021014001-277,camper
20154021044011-956,none
20154021044054-397,camper
20154021054041-801,transit
20154021074026-934,camper
20154021094037-540,ranger
20154021124002-193,camper
20154021124053-807,transit
20154022044005-497,none
20154022094032-411,transit
20154022094045-758,transit
20154022104023-25,transit
20154022104050-662,camper
20154023014004-410,none
20154023014021-519,none
20154023044021-772,camper
20154023044028-20,camper
20154023044047-684,camper
20154023044057-706,transit
20154023054048-289,transit
20154023064009-80,camper
20154023084005-11,camper
20154023084052-167,camper
20154023084059-267,camper
20154023094051-730,transit
20154023114025-400,transit
20154023114043-198,transit
20154024034000-968,camper
20154024034035-259,camper
20154024044050-101,camper
20154024054007-766,none
20154024064023-567,camper
20154024074003-16,transit
20154024084014-114,none
20154024084056-354,camper
20154024104023-492,transit
20154025044040-916,ranger
20154025064002-192,transit
20154025084012-749,transit
20154025084030-323,camper
20154025094008-773,camper
20154025094043-486,ranger
20154025104021-837,transit
20154025114030-785,transit
20154025124046-991,camper
20154026024058-952,camper
20154026034051-679,camper
20154026064046-481,transit
20154026064058-741,transit
20154026084019-504,camper
20154026094053-772,camper
20154026104009-242,camper
20154026104010-209,transit
20154026124034-23,transit
20154027014057-847,camper
20154027024014-523,camper
20154027024025-199,camper
20154027054016-842,transit
20154027054037-715,camper
20154027074016-388,ranger
20154027074029-955,camper
20154027094059-666,none
20154027114042-147,camper
20154027124020-1,transit
20154028024025-412,transit
20154028034007-248,transit
20154028054041-169,transit
20154028064022-977,transit
20154028074004-866,camper
20154028084056-791,camper
20154028094035-124,transit
20154028104000-762,ranger
20154029064002-238,camper
20154029064014-316,transit
20154029094009-664,transit
20154030014017-971,none
20154030024047-702,transit
20154030024055-701,camper
20154030074051-343,transit
20154030094014-979,camper
20154030094027-816,camper
20154030104055-168,camper
20154030124024-979,transit
20154031034012-555,transit
20154031034031-358,none
20154031064052-537,none
20154031094054-93,transit
20154031114007-403,none
20154101014157-341,camper
20154101024112-589,transit
20154101034146-410,transit
20154101104121-957,transit
20154102014126-174,transit
20154102014133-632,camper
20154102024151-886,ranger
20154102044113-988,ranger
20154102054122-35,camper
20154102054146-649,transit
20154102064127-486,camper
20154102064141-457,transit
20154102064149-827,transit
20154102094110-15,transit
20154102104114-973,camper
20154102104153-159,none
20154102114107-39,ranger
20154102114109-572,camper
20154102114141-894,camper
20154102114150-147,transit
20154102124124-992,camper
20154103044135-158,none
20154103054117-454,none
20154103064143-365,transit
20154103084118-72,camper
20154103084141-252,camper
20154103094100-193,none
20154103124122-473,transit
20154104014129-521,transit
20154104044114-321,none
20154104044115-177,transit
20154104054114-147,camper
20154104064113-956,camper
20154104084104-664,none
20154104084152-634,none
20154104094134-985,transit
20154104114100-134,camper
20154104114100-580,camper
20154104114144-550,none
20154105024125-706,camper
20154105024146-407,none
20154105044140-645,camper
20154105054102-171,transit
20154105054122-296,none
20154105054132-343,transit
20154105104118-281,transit
20154105104122-644,camper
20154106044147-121,none
20154106054106-428,ranger
20154106054126-881,camper
20154106064107-561,transit
20154106074104-999,transit
20154106074146-482,transit
20154106084128-953,transit
20154106094112-225,camper
20154106094124-665,transit
20154107034113-933,transit
20154107044146-623,none
20154107044154-514,camper
20154107054150-318,none
20154107064122-126,transit
20154107074130-137,camper
20154107094119-348,none
20154107094120-553,transit
20154107104119-514,transit
20154107104138-147,camper
20154107104157-998,none
20154107114151-839,camper
20154107124133-326,camper
20154107124142-501,camper
20154108014111-723,transit
20154108014126-563,camper
20154108024107-766,transit
20154108034131-291,camper
20154108064156-761,transit
20154108094103-458,none
20154108114121-535,camper
20154109014116-716,camper
20154109034123-194,transit
20154109034145-873,transit
20154109044143-428,transit
20154109064111-406,none
20154109074131-62,camper
20154109084147-454,none
20154109094118-83,transit
20154109104113-129,transit
20154110024103-797,none
20154110054139-862,ranger
20154110064123-404,transit
20154110084110-852,transit
20154111024150-826,camper
20154111034148-335,camper
20154111044139-392,transit
20154111054107-471,transit
20154111054116-626,transit
20154111074111-452,camper
20154111084119-363,camper
20154111094103-46,transit
20154111094159-894,transit
20154111114145-439,camper
20154112014114-381,camper
20154112034139-814,transit
20154112044111-362,none
20154112044115-553,transit
20154112044145-237,ranger
20154112054153-889,transit
20154112084109-806,camper
20154112094107-810,camper
20154112094153-72,transit
20154112104108-585,transit
20154113014112-34,transit
20154113014144-954,transit
20154113034158-162,ranger
20154113044136-32,none
20154113074143-823,camper
20154113094135-208,transit
20154113114117-693,camper
20154114014105-799,camper
20154114034126-781,camper
20154114054132-501,camper
20154114064117-879,none
20154114064153-342,camper
20154114074114-154,ranger
20154114094103-483,camper
20154114094138-630,transit
20154114104136-340,transit
20154114104153-864,camper
20154115024109-180,camper
20154115024133-292,transit
20154115044115-752,camper
20154115084152-940,camper
20154115114122-286,camper
20154115114133-930,transit
20154115124102-576,camper
20154115124146-703,camper
20154116034139-452,camper
20154116044127-905,transit
20154116064140-496,transit
20154116074134-300,camper
20154116084108-19,transit
20154116084111-994,transit
20154116094115-530,camper
20154116104159-524,transit
20154116114152-553,none
20154117014151-49,transit
20154117024110-233,none
20154117024144-496,camper
20154117034138-371,none
20154117054141-402,camper
20154117054153-286,camper
20154117064148-969,camper
20154117114103-565,ranger
20154117114109-151,transit
20154117114115-203,none
20154118034109-720,transit
20154118074141-911,transit
20154118084103-860,transit
20154118094119-116,ranger
20154118094129-26,none
20154118104113-978,camper
20154118114130-34,camper
20154119014158-913,none
20154119024105-829,camper
20154119024134-170,transit
20154119044145-356,none
20154119064147-274,transit
20154119074113-792,camper
20154119074133-741,camper
20154119094154-19,camper
20154119104121-842,transit
20154119104142-683,transit
20154120014128-465,camper
20154120044149-948,transit
20154120044152-592,transit
20154120054152-653,transit
20154120094127-321,camper
20154120094138-417,camper
20154120104143-547,transit
20154120104147-386,none
20154120124135-151,transit
20154121034111-173,none
20154121064113-144,transit
20154121084107-952,camper
20154121084112-914,transit
20154121094145-294,camper
20154121114123-822,none
20154121114124-273,transit
20154121124110-292,camper
20154122034109-697,transit
20154122034142-353,camper
20154122054140-30,camper
20154122054153-125,transit
20154122074105-174,camper
20154122074116-413,none
20154122074120-577,none
20154123034134-941,transit
20154123054103-632,camper
20154123094105-815,transit
20154123094155-364,transit
20154123104149-343,none
20154124024118-504,camper
20154124024130-878,camper
20154124044141-426,camper
20154124054158-779,ranger
20154124064145-819,transit
20154124074100-587,transit
20154124074156-737,transit
20154124094154-305,transit
20154124104119-137,camper
20154124124106-525,camper
20154124124153-214,none
20154125014101-681,transit
20154125014129-206,none
20154125034104-451,none
20154125044106-999,camper
20154125044126-431,transit
20154125054105-873,transit
20154125074116-47,camper
20154125074157-46,camper
20154125084143-150,camper
20154125094109-674,transit
20154125104102-486,transit
20154125114130-0,transit
20154126014149-199,ranger
20154126024152-89,camper
20154126024158-664,camper
20154126034153-995,ranger
20154126054114-343,transit
20154126064136-539,camper
20154126074158-852,none
20154126094133-632,camper
20154126094153-832,transit
20154127034153-72,camper
20154127044120-550,transit
20154127044142-653,none
20154127084141-786,camper
20154127084151-732,camper
20154127094104-659,none
20154127094129-318,camper
20154127114129-6,camper
20154127114159-870,camper
20154127124138-224,transit
20154127124144-803,camper
20154128074135-529,none
20154128074142-620,transit
20154128074155-209,transit
20154128094123-201,camper
20154128104117-651,none
20154128104144-208,camper
20154128124157-121,transit
20154129034133-355,camper
20154129034147-83,transit
20154129044136-415,camper
20154129054147-511,transit
20154129084107-872,camper
20154129084132-74,camper
20154129104156-348,none
20154130024133-170,transit
20154130034153-108,transit
20154130054121-838,transit
20154130064118-387,none
20154130084124-868,none
20154130084155-739,camper
20154130104133-234,transit
20154130114152-221,none
20154130124118-316,camper
20154131064107-934,none
20154131064108-409,transit
20154131064108-797,camper
20154131094115-269,transit
20154131114102-992,ranger
20154201014236-36,none
20154201024259-199,camper
20154201034219-24,none
20154201034255-306,transit
20154201054201-550,transit
20154201064221-52,ranger
20154201074239-177,camper
20154201074239-730,transit
20154201074239-779,camper
20154201084214-252,camper
20154201094221-490,camper
20154201104219-192,transit
20154201104219-611,camper
20154201104250-936,camper
20154201114240-341,transit
20154201114254-498,camper
20154201114257-240,transit
20154202014210-253,camper
20154202014212-469,transit
20154202034212-341,transit
20154202034222-47,camper
20154202064209-590,transit
20154202074243-737,camper
20154202094219-27,none
20154202114234-259,none
20154203044240-260,camper
20154203054255-917,none
20154203064217-174,camper
20154203064250-782,transit
20154203094225-386,transit
20154203094245-860,transit
20154203104244-910,transit
20154204014240-350,transit
20154204014240-585,transit
20154204024203-816,transit
20154204024204-803,camper
20154204034201-197,none
20154204034204-463,ranger
20154204034234-400,camper
20154204084241-403,none
20154204104255-618,none
20154204124245-802,camper
20154205014234-263,transit
20154205024202-124,transit
20154205034205-330,camper
20154205044257-706,transit
20154205064237-776,camper
20154205074239-830,transit
20154205094230-49,transit
20154206024239-384,transit
20154206094218-555,camper
20154206114227-195,transit
20154207044223-674,none
20154207054238-987,ranger
20154207064238-836,camper
20154207074217-654,transit
20154207084222-772,camper
20154207094201-679,none
20154207094231-475,none
20154207094232-699,transit
20154207114257-472,camper
20154207124241-479,transit
20154207124243-258,none
20154208034244-0,camper
20154208064213-155,none
20154208074227-295,camper
20154208084235-526,transit
20154208084239-270,transit
20154208084255-257,transit
20154208094209-150,transit
20154209024222-720,transit
20154209034251-421,transit
20154209044216-651,camper
20154209054227-699,camper
20154209074201-961,transit
20154209084232-299,transit
20154209084258-437,transit
20154209094240-466,none
20154209104204-174,camper
20154209114214-958,transit
20154209124209-547,transit
20154209124224-722,none
20154210014220-695,camper
20154210034214-844,none
20154210064241-373,none
20154210104202-41,transit
20154210104209-855,camper
20154210114250-231,none
20154210124200-338,none
20154210124201-733,camper
20154210124210-941,none
20154211024216-107,camper
20154211024216-713,transit
20154211034247-278,camper
20154211054209-984,camper
20154211064214-600,transit
20154211064241-592,camper
20154211074259-773,camper
20154211084219-154,none
20154211084227-429,none
20154211094211-143,transit
20154211104241-339,camper
20154212034222-845,transit
20154212044215-152,camper
20154212044243-346,camper
20154212054245-458,camper
20154212064205-889,camper
20154212064234-627,none
20154212074205-242,transit
20154212074234-478,none
20154212084212-789,camper
20154212104211-65,camper
20154212104222-8,ranger
20154212104231-5,camper
20154212104236-58,transit
20154212104244-750,camper
20154212104246-428,none
20154212104249-304,none
20154212114201-175,camper
20154212114258-729,camper
20154212124243-340,ranger
20154213024205-43,transit
20154213024208-839,camper
20154213024216-561,camper
20154213034230-706,none
20154213044221-384,camper
20154213044259-545,camper
20154213094240-842,camper
20154213104251-709,none
20154213114224-714,transit
20154213124252-641,none
20154214024242-219,none
20154214044236-612,transit
20154214044236-934,camper
20154214054203-453,transit
20154214064217-704,camper
20154214064232-812,camper
20154214084221-294,none
20154214104218-27,transit
20154214114255-788,transit
20154215014241-33,ranger
20154215024235-585,transit
20154215074223-266,camper
20154215114244-418,camper
20154215124253-8,camper
20154216024201-733,ranger
20154216024204-768,none
20154216034202-965,transit
20154216034241-337,transit
20154216034256-486,camper
20154216084221-101,camper
20154216094238-311,transit
20154216104223-278,camper
20154216104233-612,transit
20154216104239-427,camper
20154216114235-759,none
20154217014250-905,none
20154217024216-818,camper
20154217034220-309,camper
20154217044214-559,camper
20154217064210-311,none
20154217064237-436,transit
20154217064249-838,none
20154217104217-430,camper
20154217104228-732,camper
20154217104228-922,transit
20154217124209-940,camper
20154217124253-245,transit
20154218024228-691,camper
20154218064224-524,transit
20154218064224-711,none
20154218064237-120,transit
20154218064254-866,ranger
20154218074200-760,none
20154218094206-133,transit
20154218114238-384,camper
20154218124259-772,camper
20154219014209-728,transit
20154219084210-14,camper
20154219094203-849,camper
20154219094236-720,transit
20154219104212-500,transit
20154219104241-223,camper
20154219114228-262,camper
20154220014207-265,transit
20154220044203-784,camper
20154220044210-901,none
20154220054254-247,camper
20154220084208-864,camper
20154221024240-685,none
20154221034210-218,transit
20154221064205-207,camper
20154221064223-143,none
20154221124220-61,camper
20154221124230-401,transit
20154222014258-614,transit
20154222034228-99,camper
20154222054227-909,none
20154222064210-989,camper
20154222064254-555,camper
20154222124252-449,ranger
20154223044219-363,none
20154223044238-230,none
20154223044243-199,camper
20154223094233-408,transit
20154223094235-562,transit
20154223104254-46,camper
20154224024243-441,camper
20154224024247-121,camper
20154224054258-457,transit
20154224064222-83,none
20154224064246-493,ranger
20154224114208-356,ranger
20154224114240-680,camper
20154224114248-796,transit
20154224124203-336,camper
20154225024250-848,camper
20154225044228-490,camper
20154225064221-390,transit
20154225074218-903,transit
20154225074252-957,transit
20154225094209-391,transit
20154225114209-403,transit
20154225114217-528,none
20154225114250-921,transit
20154226024225-112,transit
20154226054229-220,camper
20154226054249-628,camper
20154226074229-276,none
20154226084225-514,transit
20154226124227-55,transit
20154227024229-598,transit
20154227034256-970,transit
20154227054208-498,camper
20154227054240-936,camper
20154227084214-677,none
20154227084245-696,transit
20154227104201-42,transit
20154227114255-944,camper
20154227124221-606,camper
20154228034255-582,transit
20154228044234-553,camper
20154228054230-169,camper
20154228054248-376,transit
20154228064255-879,transit
20154228074250-471,camper
20154229014226-973,camper
20154229034208-913,none
20154229044237-309,transit
20154229064228-601,transit
20154229064247-967,camper
20154229074227-130,transit
20154229094213-344,transit
20154229104255-661,camper
20154229124231-957,transit
20154230024256-985,transit
20154230044228-559,none
20154230064213-204,camper
20154230094206-93,camper
20154231024256-741,camper
20154231044211-574,transit
20154231084229-906,none
20154231084240-825,camper
20154231094224-818,transit
20154231114214-462,transit
20154231124246-848,none
20154301044347-104,transit
20154301064333-561,transit
20154301074308-402,camper
20154301114306-910,transit
20154301124328-262,transit
20154302044305-268,transit
20154302064318-613,none
20154302064319-564,camper
20154302084310-559,transit
20154302084358-573,camper
20154302094310-152,camper
20154302104311-666,transit
20154302104354-580,none
20154303014356-798,camper
20154303024314-609,camper
20154303024324-525,camper
20154303024341-464,transit
20154303034328-896,none
20154303044311-176,none
20154303044323-840,transit
20154303054336-852,ranger
20154303064359-839,camper
20154303074311-913,camper
20154303074351-681,camper
20154303074358-511,transit
20154303084322-126,transit
20154303094318-187,camper
20154303104350-928,camper
20154303124307-81,none
20154303124314-941,camper
20154304014359-573,none
20154304034314-809,none
20154304044309-97,transit
20154304044322-62,transit
20154304044323-645,camper
20154304044326-805,camper
20154304074334-798,camper
20154304074340-809,camper
20154304074354-660,transit
20154304084356-835,none
20154305014335-971,camper
20154305024352-766,transit
20154305044352-136,ranger
20154305054350-339,camper
20154305074304-694,transit
20154305074337-913,none
20154305084350-216,camper
20154305094304-138,camper
20154305094348-630,ranger
20154305104337-479,transit
20154305104356-568,transit
20154305114338-705,transit
20154305114351-64,transit
20154306044342-841,camper
20154306054321-56,camper
20154306084324-61,transit
20154306084336-628,camper
20154306114333-217,transit
20154307024334-228,camper
20154307024341-203,transit
20154307044359-536,transit
20154307054354-49,transit
20154307104312-689,none
20154307104328-677,transit
20154307124353-199,camper
20154307124354-819,camper
20154308014359-25,transit
20154308034348-264,transit
20154308034359-236,camper
20154308094328-663,transit
20154308114314-130,transit
20154308114355-732,transit
20154308124303-964,none
20154308124319-670,camper
20154308124335-8,transit
20154309034300-556,transit
20154309034309-959,transit
20154309034353-71,transit
20154309044344-578,camper
20154309054331-529,camper
20154309064344-904,transit
20154309064357-666,transit
20154309074309-745,transit
20154309074338-532,camper
20154309084354-984,camper
20154309084355-477,none
20154309094342-984,transit
20154309104322-867,camper
20154309114329-296,camper
20154309124347-330,none
20154310014313-489,ranger
20154310024344-489,camper
20154310044352-738,camper
20154310044355-435,camper
20154310054319-507,none
20154310054327-591,camper
20154310084342-200,transit
20154310104327-25,transit
20154310114354-581,camper
20154311024320-794,transit
20154311024330-361,none
20154311024355-911,camper
20154311034317-220,camper
20154311044358-220,camper
20154311064355-564,transit
20154311084343-102,camper
20154311114324-772,transit
20154311124300-456,transit
20154312014352-916,camper
20154312034301-370,none
20154312074332-201,ranger
20154312084309-917,transit
20154312084345-256,transit
20154312104338-278,transit
20154312114315-27,none
20154312114332-412,camper
20154312124334-595,camper
20154313014303-514,transit
20154313014319-355,transit
20154313024305-895,none
20154313024306-954,transit
20154313034330-946,transit
20154313074351-635,ranger
20154313094339-456,transit
20154313104301-766,transit
20154313114342-768,transit
20154313124349-922,none
20154314024310-662,transit
20154314034325-940,transit
20154314044331-360,camper
20154314054309-806,camper
20154314064305-777,transit
20154314064318-347,camper
20154314064353-245,none
20154314084327-265,camper
20154314084339-382,transit
20154314114311-549,camper
20154314114358-787,transit
20154315014354-14,none
20154315024321-314,transit
20154315054322-3,transit
20154315064331-937,camper
20154315084334-324,none
20154315084342-476,transit
20154315094308-578,transit
20154315094344-834,camper
20154315104341-875,ranger
20154315114305-241,transit
20154315114328-382,camper
20154316024332-129,none
20154316024349-453,camper
20154316054307-980,transit
20154316094311-12,camper
20154316104315-699,transit
20154316104341-889,camper
20154316114304-382,transit
20154316124308-991,camper
20154317014321-975,transit
20154317014329-54,camper
20154317044339-251,ranger
20154317054301-688,transit
20154317064310-833,camper
20154317084350-24,none
20154317094332-218,none
20154317094341-230,transit
20154317114331-457,camper
20154318074304-92,transit
20154318074307-961,none
20154318074327-65,camper
20154318114331-117,transit
20154318124329-861,transit
20154319034347-45,transit
20154319044337-154,camper
20154319064317-874,transit
20154319074314-56,none
20154319074317-573,camper
20154319074317-628,transit
20154319094356-421,transit
20154319104353-504,camper
20154320014344-198,camper
20154320014349-634,camper
20154320034327-688,transit
20154320064328-347,camper
20154320074335-899,transit
20154320084310-762,none
20154320094352-113,camper
20154321024351-62,none
20154321074307-245,camper
20154321084329-326,camper
20154321094330-557,none
20154321124336-179,camper
20154322044301-121,transit
20154322044336-436,camper
20154322054320-298,transit
20154323044356-897,transit
20154323054334-813,transit
20154323064305-880,camper
20154323084319-194,camper
20154323094300-114,transit
20154323114321-363,transit
20154323114356-898,ranger
20154323124305-371,none
20154323124317-79,transit
20154323124336-960,camper
20154324014310-391,camper
20154324014347-139,camper
